cell_id,settlement,district,lat,lon,group_key,population
730303,Klisura,Blagoevgrad,42.00663,22.89354,children_0_6,14
730303,Klisura,Blagoevgrad,42.00663,22.89354,seniors_65p,62
731244,Gorna Krushitsa,Blagoevgrad,41.66667,23.11667,children_0_6,14
731244,Gorna Krushitsa,Blagoevgrad,41.66667,23.11667,seniors_65p,62
731231,Gorna Ribnitsa,Blagoevgrad,41.64388,23.03658,children_0_6,14
731231,Gorna Ribnitsa,Blagoevgrad,41.64388,23.03658,seniors_65p,62
731227,Gorna Sushitsa,Blagoevgrad,41.55,23.38333,children_0_6,14
731227,Gorna Sushitsa,Blagoevgrad,41.55,23.38333,seniors_65p,62
731149,Gornyani,Blagoevgrad,41.51667,23.85,children_0_6,14
731149,Gornyani,Blagoevgrad,41.51667,23.85,seniors_65p,62
731187,Gorno Draglishte,Blagoevgrad,41.95,23.51667,children_0_6,14
731187,Gorno Draglishte,Blagoevgrad,41.95,23.51667,seniors_65p,62
731186,Gorno Dryanovo,Blagoevgrad,41.65,23.83333,children_0_6,14
731186,Gorno Dryanovo,Blagoevgrad,41.65,23.83333,seniors_65p,62
731174,Gorno Osenovo,Blagoevgrad,41.98333,23.26667,children_0_6,14
731174,Gorno Osenovo,Blagoevgrad,41.98333,23.26667,seniors_65p,62
731161,Gorno Spanchevo,Blagoevgrad,41.50079,23.49994,children_0_6,14
731161,Gorno Spanchevo,Blagoevgrad,41.50079,23.49994,seniors_65p,62
731351,Golem Tsalim,Blagoevgrad,41.6,23.33333,children_0_6,14
731351,Golem Tsalim,Blagoevgrad,41.6,23.33333,seniors_65p,62
731346,Goleshovo,Blagoevgrad,41.43248,23.59091,children_0_6,14
731346,Goleshovo,Blagoevgrad,41.43248,23.59091,seniors_65p,62
731381,Godlevo,Blagoevgrad,41.93333,23.48333,children_0_6,14
731381,Godlevo,Blagoevgrad,41.93333,23.48333,seniors_65p,62
731382,Godeshevo,Blagoevgrad,41.47541,24.05342,children_0_6,14
731382,Godeshevo,Blagoevgrad,41.47541,24.05342,seniors_65p,62
731275,Gorchevo,Blagoevgrad,41.45104,23.0282,children_0_6,14
731275,Gorchevo,Blagoevgrad,41.45104,23.0282,seniors_65p,62
731274,Goreme,Blagoevgrad,41.64186,23.09196,children_0_6,14
731274,Goreme,Blagoevgrad,41.64186,23.09196,seniors_65p,62
731257,Gorna Breznitsa,Blagoevgrad,41.75,23.11667,children_0_6,14
731257,Gorna Breznitsa,Blagoevgrad,41.75,23.11667,seniors_65p,62
730920,Igralishte,Blagoevgrad,41.56667,23.13333,children_0_6,14
730920,Igralishte,Blagoevgrad,41.56667,23.13333,seniors_65p,62
